,Location ID,City,City Area,Area,Name,Address,Latitude,Longitude,Rating,Total Reviews,Place ID,Google Maps URL,full_location
278,LOC_7,Chennai,Pallikaranai,Pallikaranai,Naturals,"VGP Rajesh Nagar Park, No.8, Velachery Rd, Narayanapuram, Pallikaranai, Chennai, Tamil Nadu 600100, India",12.9464694,80.2084642,3.6,98,ChIJhbOICDdeUjoRTKDdJNSdE-U,https://www.google.com/maps/place/?q=place_id:ChIJhbOICDdeUjoRTKDdJNSdE-U,Chennai PallikaranaiNaturals
294,LOC_5,Chennai,Perumbakkam,Perumbakkam,Naturals Salon,"1st Flr, Plot No 10, DLF Garden City Rd, Semmancheri, Balaji Nagar, Semmancheri, Thazhambur, Chennai, Tamil Nadu 600130, India",12.8730153,80.2071745,4.9,672,ChIJ7Q9oF65bUjoROux3YqvNt6c,https://www.google.com/maps/place/?q=place_id:ChIJ7Q9oF65bUjoROux3YqvNt6c,Chennai PerumbakkamNaturals Salon
297,LOC_2,Chennai,Perungalathur,Perungalathur,Naturals Salon,"No 9, Ramachandran Main Street RK Nagar, above Fasta Pizza, Alapakkam, New Perungalathur, Chennai, Tamil Nadu 600063, India",12.889372,80.1157192,4.9,56,ChIJ2zZIX91ZUjoR_wIgO4bHBYs,https://www.google.com/maps/place/?q=place_id:ChIJ2zZIX91ZUjoR_wIgO4bHBYs,Chennai PerungalathurNaturals Salon
304,LOC_7,Chennai,Perungudi,Perungudi,Naturals Salon,"E Mada St, Lalitha Nagar, Thiruvanmiyur, Chennai, Tamil Nadu 600041, India",12.9858366,80.26208659999999,4.7,2413,ChIJdcnEb1ldUjoRDiwQM4oAPEU,https://www.google.com/maps/place/?q=place_id:ChIJdcnEb1ldUjoRDiwQM4oAPEU,Chennai PerungudiNaturals Salon
306,LOC_9,Chennai,Perungudi,Perungudi,Naturals Salon,"SN 1 to 3, No 137, 2nd Flr, Grand Square, Velachery - Tambaram Main Rd, V.O.C Nagar, Doctor Seetaram Nagar, Velachery, Chennai, Tamil Nadu 600042, India",12.9718868,80.2206745,4.8,362,ChIJ38JlxW1lUjoRVB-uo0b6CZQ,https://www.google.com/maps/place/?q=place_id:ChIJ38JlxW1lUjoRVB-uo0b6CZQ,Chennai PerungudiNaturals Salon
320,LOC_1,Chennai,Pudupakkam,Pudupakkam,Naturals Salon,"1st Floor, Shop No 1, Plot No 14, M.R Radha Rd, above HDFC Bank, Pudupakkam, Chennai, Tamil Nadu 603103, India",12.821405,80.20391339999999,4.9,258,ChIJP4Mohb1bUjoRoRshJPRqc4g,https://www.google.com/maps/place/?q=place_id:ChIJP4Mohb1bUjoRoRshJPRqc4g,Chennai PudupakkamNaturals Salon
327,LOC_1,Chennai,Rajajipuram,Rajajipuram,Naturals Salon,"No 3, Shiva Vishnu, Koil St, opp. Shree Niketan Matriculation School, Rajajipuram, Tiruvallur, Kakkalur, Tamil Nadu 602001, India",13.1257817,79.9116118,4.6,805,ChIJQe7L3XuRUjoRhDxO-KCDVY8,https://www.google.com/maps/place/?q=place_id:ChIJQe7L3XuRUjoRhDxO-KCDVY8,Chennai RajajipuramNaturals Salon
331,LOC_5,Chennai,Rajajipuram,Rajajipuram,Naturals Salon,"Bus Stop, 879, Thiruvottiyur High Rd, Theradi, Rajakadai, Tiruvottiyur, Tiruvallur, Tamil Nadu 600019, India",13.1600207,80.3025406,4.6,1232,ChIJu08uvNxvUjoRnU8vgmdp4qc,https://www.google.com/maps/place/?q=place_id:ChIJu08uvNxvUjoRnU8vgmdp4qc,Chennai RajajipuramNaturals Salon
334,LOC_8,Chennai,Rajajipuram,Rajajipuram,Naturals Unisex Hair And Style Salon,"No. 125, Mannarsamy Koil St, Mottai Thottam, Royapuram, Chennai, Tamil Nadu 600013, India",13.1095095,80.2915654,4.6,1004,ChIJjUiDEWlvUjoR9bZBYnkO1O4,https://www.google.com/maps/place/?q=place_id:ChIJjUiDEWlvUjoR9bZBYnkO1O4,Chennai RajajipuramNaturals Unisex Hair And Style Salon
338,LOC_1,Chennai,Ramapuram,Ramapuram,Naturals Salon,"Shop No 5 & 5b, Valluvar Salai Mgr Garden, opposite Home Finders Street, Apartments, Ramapuram, Kanchipuram, Tamil Nadu 600089, India",13.0251157,80.1829084,4.7,2721,ChIJhWfFztNgUjoRJCBCJGYXinw,https://www.google.com/maps/place/?q=place_id:ChIJhWfFztNgUjoRJCBCJGYXinw,Chennai RamapuramNaturals Salon
343,LOC_1,Chennai,Saidapet,Saidapet,"Naturals Salon & Spa , Saidapet","Seshachalam Street, Periyapet, Saidapet, Chennai, Tamil Nadu 600015, India",13.0237429,80.22637610000001,4.8,2283,ChIJdZIG_wVnUjoRPMLG0KojMZ4,https://www.google.com/maps/place/?q=place_id:ChIJdZIG_wVnUjoRPMLG0KojMZ4,"Chennai SaidapetNaturals Salon & Spa , Saidapet"
345,LOC_2,Chennai,Saligramam,Saligramam,Naturals Salon,"first floor, A NO:13/51, Arunachalam Rd, opp. prasad lab, Mathiazhagan Nagar, Shanthi Nagar, Saligramam, Chennai, Tamil Nadu 600093, India",13.0554618,80.20397299999999,4.4,1088,ChIJj8dkSsdmUjoRbc_8MLvAjF8,https://www.google.com/maps/place/?q=place_id:ChIJj8dkSsdmUjoRbc_8MLvAjF8,Chennai SaligramamNaturals Salon
356,LOC_7,Chennai,Semmancheri,Semmancheri,Naturals Signature Salon,"LGF, Marina Mall, 14 & 15, 13, Old Mahabalipuram Road, Egattur, Tamil Nadu 603103, India",12.8357351,80.2289208,4.7,190,ChIJV2Bk4khbUjoRZdA8Dx4nzaE,https://www.google.com/maps/place/?q=place_id:ChIJV2Bk4khbUjoRZdA8Dx4nzaE,Chennai SemmancheriNaturals Signature Salon
376,LOC_5,Chennai,Siruvallur High Road,Siruvallur High Road,Naturals Salon,"Shop No 120, Ground Floor, Near Reliance Fresh, Madras Thiruvallur High Rd, Villivakkam, Chennai, Tamil Nadu 600049, India",13.102398,80.2102846,4.7,1026,ChIJp2kx-T9kUjoRHALcSvusdOc,https://www.google.com/maps/place/?q=place_id:ChIJp2kx-T9kUjoRHALcSvusdOc,Chennai Siruvallur High RoadNaturals Salon
377,LOC_6,Chennai,Siruvallur High Road,Siruvallur High Road,Natural's Beauty Parlour,"No, 29, Paddy Field Rd, Chinnaiyan Colony, Perambur, Chennai, Tamil Nadu 600011, India",13.1095365,80.2492671,4.0,46,ChIJ042Rsb5lUjoRYA2PwelNi1I,https://www.google.com/maps/place/?q=place_id:ChIJ042Rsb5lUjoRYA2PwelNi1I,Chennai Siruvallur High RoadNatural's Beauty Parlour
379,LOC_1,Chennai,Villivakkam,"South Red hills Road,Villivakkam",Naturals Salon,"No 83/30, Ground Floor South Redhills Road, Subway, near Villivakkam, Villivakkam, Tamil Nadu 600049, India",13.10835,80.2059646,4.7,1069,ChIJK33vY2lkUjoRMI15t2YLnJ4,https://www.google.com/maps/place/?q=place_id:ChIJK33vY2lkUjoRMI15t2YLnJ4,"Chennai South Red hills Road,VillivakkamNaturals Salon"
384,LOC_1,Chennai,Sowcarpet,Sowcarpet,Naturals salon (Exclusive Women's)- Sowcarpet,"yes bank, 377, second floor, Mint St, above to, Sowcarpet, Chennai, Tamil Nadu 600079, India",13.0935518,80.2794005,4.3,461,ChIJCTDNgldvUjoRQvi8h6Cjzl0,https://www.google.com/maps/place/?q=place_id:ChIJCTDNgldvUjoRQvi8h6Cjzl0,Chennai SowcarpetNaturals salon (Exclusive Women's)- Sowcarpet
386,LOC_1,Chennai,Sri Perubadur,Sri Perubadur,Naturals Salon,"Car St, Nenmeli, Sriperumbudur, Tamil Nadu 602105, India",12.9694191,79.95106,4.6,1034,ChIJiwlGNQ3zUjoRa4UE6AWtJZI,https://www.google.com/maps/place/?q=place_id:ChIJiwlGNQ3zUjoRa4UE6AWtJZI,Chennai Sri PerubadurNaturals Salon
389,LOC_4,Chennai,Sri Perubadur,Sri Perubadur,Natural Hair & Beauty Salon and Spa,"No:77 Bangalore main road,first floor, Madras, Sriperumbudur, Tamil Nadu 602105, India",12.9666595,79.94658419999999,4.7,17,ChIJEYrlgWLzUjoRUanj-CSAi0Y,https://www.google.com/maps/place/?q=place_id:ChIJEYrlgWLzUjoRUanj-CSAi0Y,Chennai Sri PerubadurNatural Hair & Beauty Salon and Spa
390,LOC_1,Chennai,Sterling road,Sterling road,Naturals signature Salon,"5/4, Sterling Ave, Nungambakkam, Chennai, Tamil Nadu 600034, India",13.0632463,80.2361693,4.6,654,ChIJSU16YWFmUjoREYLdV3NUjkc,https://www.google.com/maps/place/?q=place_id:ChIJSU16YWFmUjoREYLdV3NUjkc,Chennai Sterling roadNaturals signature Salon
403,LOC_1,Chennai,Thiruporur,Thiruporur,Naturals Salon and Spa Thiruporur,"First Floor, No.2 ,West, N Mada St, Thiruporur, Tamil Nadu 603110, India",12.7265509,80.18816290000001,4.7,349,ChIJ4UMIKgpRUjoRnbFM9Z3jFx8,https://www.google.com/maps/place/?q=place_id:ChIJ4UMIKgpRUjoRnbFM9Z3jFx8,Chennai ThiruporurNaturals Salon and Spa Thiruporur
414,LOC_1,Chennai,Triplicane,Triplicane,Naturals Salon,"No 16/33, KNR Building, Pycrofts Rd, near Triplicane, Bharathi Salai, Narayana Krishnaraja Puram, Triplicane, Chennai, Tamil Nadu 600005, India",13.0579474,80.2774512,4.3,846,ChIJZdY93Z9oUjoR2eL4Sj39ceI,https://www.google.com/maps/place/?q=place_id:ChIJZdY93Z9oUjoR2eL4Sj39ceI,Chennai TriplicaneNaturals Salon
418,LOC_1,Chennai,Valasaravakkam,Valasaravakkam,Naturals Signature Salon,"New No 96, Old 139, Arcot Rd, above Federal Bank, East Kamakoti Nagar, Valasaravakkam, Chennai, Tamil Nadu 600087, India",13.0417011,80.17467119999999,4.8,755,ChIJVTkIp_BhUjoRk6rtnXy3AWU,https://www.google.com/maps/place/?q=place_id:ChIJVTkIp_BhUjoRk6rtnXy3AWU,Chennai ValasaravakkamNaturals Signature Salon
419,LOC_2,Chennai,Valasaravakkam,Valasaravakkam,Naturals Salon,"1st Floor, No 1, near Kesavarthini, Janaki Nagar, Alwartirunagar, Valasaravakkam, Chennai, Tamil Nadu 600087, India",13.0422957,80.1811036,4.5,571,ChIJJfJfYy5hUjoRccDlMLi0d3I,https://www.google.com/maps/place/?q=place_id:ChIJJfJfYy5hUjoRccDlMLi0d3I,Chennai ValasaravakkamNaturals Salon
420,LOC_3,Chennai,Valasaravakkam,Valasaravakkam,Naturals,"RK Complex, Arcot Rd, Signal, Valasaravakkam, Chennai, Tamil Nadu 600087, India",13.0405872,80.17157279999999,4.3,298,ChIJVVWRbyRhUjoR9BVKFq8Qwrc,https://www.google.com/maps/place/?q=place_id:ChIJVVWRbyRhUjoR9BVKFq8Qwrc,Chennai ValasaravakkamNaturals
442,LOC_2,Chennai,Velachery,"velacherry, Grand Mall",Naturals Signature Salon,"No: G-38,No: 142 ,Lower Ground Floor, Velachery Rd, Indira Gandhi Nagar, Velachery, Chennai, Tamil Nadu 600042, India",12.9929627,80.2184516,4.8,2532,ChIJ6aCWRmJnUjoRRmaT-wCYdLE,https://www.google.com/maps/place/?q=place_id:ChIJ6aCWRmJnUjoRRmaT-wCYdLE,"Chennai velacherry, Grand MallNaturals Signature Salon"
444,LOC_4,Chennai,Velachery,"velacherry, Grand Mall",Naturals Salon W- Women's exclsuive,"2nd Floor, Landmark Heavens Sampoorna, No 31, 100 Feet Rd, Indira Gandhi Nagar, Velachery, Chennai, Tamil Nadu 600042, India",12.9904332,80.2188688,4.7,931,ChIJ5_3KjWJnUjoRdvf4SUXOpac,https://www.google.com/maps/place/?q=place_id:ChIJ5_3KjWJnUjoRdvf4SUXOpac,"Chennai velacherry, Grand MallNaturals Salon W- Women's exclsuive"
493,LOC_1,Chennai,West Mambalam,West Mambalam,Naturals Salon,"New Door No.88, Old Door No.45, 46 & 46/1 Navins, Brindavan St, West Mambalam, Chennai, Tamil Nadu 600033, India",13.0423371,80.2246629,4.3,480,ChIJUUOJu_tmUjoRL7BsVmdNZnw,https://www.google.com/maps/place/?q=place_id:ChIJUUOJu_tmUjoRL7BsVmdNZnw,Chennai West MambalamNaturals Salon
